HEX , NAME
006CCB90 , Eleonora
006D19B0 , Man Serpent Hatchet
006D1A14 , Heavy Serpent Hatchet
006D1A78 , Sharp Serpent Hatchet
006D1ADC , Refined Serpent Hatchet
006D1B40 , Simple Serpent Hatchet
006D1BA4 , Crystal Serpent Hatchet
006D1C08 , Fire Serpent Hatchet
006D1C6C , Chaos Serpent Hatchet
006D1CD0 , Lightning Serpent Hatchet
006D1D34 , Deep Serpent Hatchet
006D1D98 , Dark Serpent Hatchet
006D1DFC , Poison Serpent Hatchet
006D1E60 , Blood Serpent Hatchet
006D1EC4 , Raw Serpent Hatchet
006D1F28 , Blessed Serpent Hatchet
006D1F8C , Hollow Serpent Hatchet
006D40C0 , Dragon King Greataxe
007A1200 , Club
007A1264 , Heavy Club
007A12C8 , Sharp Club
007A132C , Refined Club
007A1390 , Simple Club
007A13F4 , Crystal Club
007A1458 , Fire Club
007A14BC , Chaos Club
007A1520 , Lightning Club
007A1584 , Deep Club
007A15E8 , Dark Club
007A164C , Poison Club
007A16B0 , Blood Club
007A1714 , Raw Club
007A1778 , Blessed Club
007A17DC , Hollow Club
007A3910 , Mace
007A3974 , Heavy Mace
007A39D8 , Sharp Mace
007A3A3C , Refined Mace
007A3AA0 , Simple Mace
007A3B04 , Crystal Mace
007A3B68 , Fire Mace
007A3BCC , Chaos Mace
007A3C30 , Lightning Mace
007A3C94 , Deep Mace
007A3CF8 , Dark Mace
007A3D5C , Poison Mace
007A3DC0 , Blood Mace
007A3E24 , Raw Mace
007A3E88 , Blessed Mace
007A3EEC , Hollow Mace
007A6020 , Morning Star
007A6084 , Heavy Morning Star
007A60E8 , Sharp Morning Star
007A614C , Refined Morning Star
007A61B0 , Simple Morning Star
007A6214 , Crystal Morning Star
007A6278 , Fire Morning Star
007A62DC , Chaos Morning Star
007A6340 , Lightning Morning Star
007A63A4 , Deep Morning Star
007A6408 , Dark Morning Star
007A646C , Poison Morning Star
007A64D0 , Blood Morning Star
007A6534 , Raw Morning Star
007A6598 , Blessed Morning Star
007A65FC , Hollow Morning Star
007A8730 , Reinforced Club
007A8794 , Heavy Reinforced Club
007A87F8 , Sharp Reinforced Club
007A885C , Refined Reinforced Club
007A88C0 , Simple Reinforced Club
007A8924 , Crystal Reinforced Club
007A8988 , Fire Reinforced Club
007A89EC , Chaos Reinforced Club
007A8A50 , Lightning Reinforced Club
007A8AB4 , Deep Reinforced Club
007A8B18 , Dark Reinforced Club
007A8B7C , Poison Reinforced Club
007A8BE0 , Blood Reinforced Club
007A8C44 , Raw Reinforced Club
007A8CA8 , Blessed Reinforced Club
007A8D0C , Hollow Reinforced Club
007AFC60 , Large Club
007AFCC4 , Heavy Large Club
007AFD28 , Sharp Large Club
007AFD8C , Refined Large Club
007AFDF0 , Simple Large Club
007AFE54 , Crystal Large Club
007AFEB8 , Fire Large Club
007AFF1C , Chaos Large Club
007AFF80 , Lightning Large Club
007AFFE4 , Deep Large Club
007B0048 , Dark Large Club
007B00AC , Poison Large Club
007B0110 , Blood Large Club
007B0174 , Raw Large Club
007B01D8 , Blessed Large Club
007B023C , Hollow Large Club
007B4A80 , Great Club
007B4AE4 , Heavy Great Club
007B4B48 , Sharp Great Club
007B4BAC , Refined Great Club
007B4C10 , Simple Great Club
007B4C74 , Crystal Great Club
007B4CD8 , Fire Great Club
007B4D3C , Chaos Great Club
007B4DA0 , Lightning Great Club
007B4E04 , Deep Great Club
007B4E68 , Dark Great Club
007B4ECC , Poison Great Club
007B4F30 , Blood Great Club
007B4F94 , Raw Great Club
007B4FF8 , Blessed Great Club
007B505C , Hollow Great Club
007BBFB0 , Great Mace
007BC014 , Heavy Great Mace
007BC078 , Sharp Great Mace
007BC0DC , Refined Great Mace
007BC140 , Simple Great Mace
007BC1A4 , Crystal Great Mace
007BC208 , Fire Great Mace
007BC26C , Chaos Great Mace
007BC2D0 , Lightning Great Mace
007BC334 , Deep Great Mace
007BC398 , Dark Great Mace
007BC3FC , Poison Great Mace
007BC460 , Blood Great Mace
007BC4C4 , Raw Great Mace
007BC528 , Blessed Great Mace
007BC58C , Hollow Great Mace
007C8300 , Great Wooden Hammer
007C8364 , Heavy Wooden Hammer
007C83C8 , Sharp Wooden Hammer
007C842C , Refined Wooden Hammer
007C8490 , Simple Wooden Hammer
007C84F4 , Crystal Wooden Hammer
007C8558 , Fire Wooden Hammer
007C85BC , Chaos Wooden Hammer
007C8620 , Lightning Wooden Hammer
007C8684 , Deep Wooden Hammer
007C86E8 , Dark Wooden Hammer
007C874C , Poison Wooden Hammer
007C87B0 , Blood Wooden Hammer
007C8814 , Raw Wooden Hammer
007C8878 , Blessed Wooden Hammer
007C88DC , Hollow Wooden Hammer
007CAA10 , Gargoyle Flame Hammer
007CD120 , Vordt's Great Hammer
007CF830 , Old King's Great Hammer
007D6D60 , Heysel Pick
007DBB80 , Warpick
007DBBE4 , Heavy Warpick
007DBC48 , Sharp Warpick
007DBCAC , Refined Warpick
007DBD10 , Simple Warpick
007DBD74 , Crystal Warpick
007DBDD8 , Fire Warpick
007DBE3C , Chaos Warpick
007DBEA0 , Lightning Warpick
007DBF04 , Deep Warpick
007DBF68 , Dark Warpick
007DBFCC , Poison Warpick
007DC030 , Blood Warpick
007DC094 , Raw Warpick
007DC0F8 , Blessed Warpick
007DC15C , Hollow Warpick
007DE290 , Pickaxe
007DE2F4 , Heavy Pickaxe
007DE358 , Sharp Pickaxe
007DE3BC , Refined Pickaxe
007DE420 , Simple Pickaxe
007DE484 , Crystal Pickaxe
007DE4E8 , Fire Pickaxe
007DE54C , Chaos Pickaxe
007DE5B0 , Lightning Pickaxe
007DE614 , Deep Pickaxe
007DE678 , Dark Pickaxe
007DE6DC , Poison Pickaxe
007DE740 , Blood Pickaxe
007DE7A4 , Raw Pickaxe
007DE808 , Blessed Pickaxe
007DE86C , Hollow Pickaxe
007E09A0 , Dragon Tooth
007E30B0 , Smough's Great Hammer
007E57C0 , Blacksmith Hammer
007E5824 , Heavy Blacksmith Hammer
007E5888 , Sharp Blacksmith Hammer
007E58EC , Refined Blacksmith Hammer
007E5950 , Simple Blacksmith Hammer
007E59B4 , Crystal Blacksmith Hammer
007E5A18 , Fire Blacksmith Hammer
007E5A7C , Chaos Blacksmith Hammer
007E5AE0 , Lightning Blacksmith Hammer
007E5B44 , Deep Blacksmith Hammer
007E5BA8 , Dark Blacksmith Hammer
007E5C0C , Poison Blacksmith Hammer
007E5C70 , Blood Blacksmith Hammer
007E5CD4 , Raw Blacksmith Hammer
007E5D38 , Blessed Blacksmith Hammer
007E5D9C , Hollow Blacksmith Hammer
007E7ED0 , Morne's Great Hammer
007EA5E0 , Spiked Mace
007EA644 , Heavy Spiked Mace
007EA6A8 , Sharp Spiked Mace
007EA70C , Refined Spiked Mace
007EA770 , Simple Spiked Mace
007EA7D4 , Crystal Spiked Mace
007EA838 , Fire Spiked Mace
007EA89C , Chaos Spiked Mace
007EA900 , Lightning Spiked Mace
007EA964 , Deep Spiked Mace
007EA9C8 , Dark Spiked Mace
007EAA2C , Poison Spiked Mace
007EAA90 , Blood Spiked Mace
007EAAF4 , Raw Spiked Mace
007EAB58 , Blessed Spiked Mace
007EABBC , Hollow Spiked Mace
00895440 , Spear
008954A4 , Heavy Spear
00895508 , Sharp Spear
0089556C , Refined Spear
008955D0 , Simple Spear
00895634 , Crystal Spear
00895698 , Fire Spear
008956FC , Chaos Spear
00895760 , Lightning Spear
008957C4 , Deep Spear
00895828 , Dark Spear
0089588C , Poison Spear
008958F0 , Blood Spear
00895954 , Raw Spear
008959B8 , Blessed Spear
00895A1C , Hollow Spear
00897B50 , Winged Spear
00897BB4 , Heavy Winged Spear
00897C18 , Sharp Winged Spear
00897C7C , Refined Winged Spear
00897CE0 , Simple Winged Spear
00897D44 , Crystal Winged Spear
00897DA8 , Fire Winged Spear
00897E0C , Chaos Winged Spear
00897E70 , Lightning Winged Spear
00897ED4 , Deep Winged Spear
00897F38 , Dark Winged Spear
00897F9C , Poison Winged Spear
00898000 , Blood Winged Spear
00898064 , Raw Winged Spear
008980C8 , Blessed Winged Spear
0089812C , Hollow Winged Spear
0089C970 , Partizan
0089C9D4 , Heavy Partizan
0089CA38 , Sharp Partizan
0089CA9C , Refined Partizan
0089CB00 , Simple Partizan
0089CB64 , Crystal Partizan
0089CBC8 , Fire Partizan
0089CC2C , Chaos Partizan
0089CC90 , Lightning Partizan
0089CCF4 , Deep Partizan
0089CD58 , Dark Partizan
0089CDBC , Poison Partizan
0089CE20 , Blood Partizan
0089CE84 , Raw Partizan
0089CEE8 , Blessed Partizan
0089CF4C , Hollow Partizan
008A8CC0 , Greatlance
008A8D24 , Heavy Greatlance
008A8D88 , Sharp Greatlance
008A8DEC , Refined Greatlance
008A8E50 , Simple Greatlance
008A8EB4 , Crystal Greatlance
008A8F18 , Fire Greatlance
008A8F7C , Chaos Greatlance
008A8FE0 , Lightning Greatlance
008A9044 , Deep Greatlance
008A90A8 , Dark Greatlance
008A910C , Poison Greatlance
008A9170 , Blood Greatlance
008A91D4 , Raw Greatlance
008A9238 , Blessed Greatlance
008A929C , Hollow Greatlance
008AB3D0 , Lothric Knight Long Spear
008AB434 , Heavy Lothric Long Spear
008AB498 , Sharp Lothric Long Spear
008AB4FC , Refined Lothric Long Spear
008AB560 , Simple Lothric Long Spear
008AB5C4 , Crystal Lothric Long Spear
008AB628 , Fire Lothric Long Spear
008AB68C , Chaos Lothric Long Spear
008AB6F0 , Lightning Lothric Long Spear
008AB754 , Deep Lothric Long Spear
008AB7B8 , Dark Lothric Long Spear
008AB81C , Poison Lothric Long Spear
008AB880 , Blood Lothric Long Spear
008AB8E4 , Raw Lothric Long Spear
008AB948 , Blessed Lothric Long Spear
008AB9AC , Hollow Lothric Long Spear
008B01F0 , Gargoyle Flame Spear
008B2900 , Rotten Ghru Spear
008B2964 , Heavy Rotten Ghru Spear
008B29C8 , Sharp Rotten Ghru Spear
008B2A2C , Refined Rotten Ghru Spear
008B2A90 , Simple Rotten Ghru Spear
008B2AF4 , Crystal Rotten Ghru Spear
008B2B58 , Fire Rotten Ghru Spear
008B2BBC , Chaos Rotten Ghru Spear
008B2C20 , Lightning Rotten Ghru Spear
008B2C84 , Deep Rotten Ghru Spear
008B2CE8 , Dark Rotten Ghru Spear
008B2D4C , Poison Rotten Ghru Spear
008B2DB0 , Blood Rotten Ghru Spear
008B2E14 , Raw Rotten Ghru Spear
008B2E78 , Blessed Rotten Ghru Spear
008B2EDC , Hollow Rotten Ghru Spear
008B5010 , Tailbone Spear
008B7720 , Soldering Iron
008BEC50 , Arstor's Spear
008C1360 , Saint Bident
008C13C4 , Heavy Saint Bident
008C1428 , Sharp Saint Bident
008C148C , Refined Saint Bident
008C14F0 , Simple Saint Bident
008C1554 , Crystal Saint Bident
008C15B8 , Fire Saint Bident
008C161C , Chaos Saint Bident
008C1680 , Lightning Saint Bident
008C16E4 , Deep Saint Bident
008C1748 , Dark Saint Bident
008C17AC , Poison Saint Bident
008C1810 , Blood Saint Bident
008C1874 , Raw Saint Bident
008C18D8 , Blessed Saint Bident
008C193C , Hollow Saint Bident
008C3A70 , Yorshka's Spear
008C6180 , Pike
008C61E4 , Heavy Pike
008C6248 , Sharp Pike
008C62AC , Refined Pike
008C6310 , Simple Pike
008C6374 , Crystal Pike
008C63D8 , Fire Pike
008C643C , Chaos Pike
008C64A0 , Lightning Pike
008C6504 , Deep Pike
008C6568 , Dark Pike
008C65CC , Poison Pike
008C6630 , Blood Pike
008C6694 , Raw Pike
008C66F8 , Blessed Pike
008C675C , Hollow Pike
008C8890 , Channeler's Trident
008C88F4 , Heavy Four-pronged Plow
008C8958 , Sharp Four-pronged Plow
008C89BC , Refined Four-pronged Plow
008C8A20 , Simpleton Four-pronged Plow
008C8A84 , Crystal Four-pronged Plow
008C8AE8 , Fire Four-pronged Plow
008C8B4C , Chaos Four-pronged Plow
008C8BB0 , Lightning Four-pronged Plow
008C8C14 , Deep Four-pronged Plow
008C8C78 , Dark Four-pronged Plow
008C8CDC , Poison Four-pronged Plow
008C8D40 , Blood Four-pronged Plow
008C8DA4 , Raw Four-pronged Plow
008C8E08 , Blessed Four-pronged Plow
008C8E6C , Hollow Four-pronged Plow
008CAFA0 , Dragonslayer Spear
00989680 , Great Scythe
009896E4 , Heavy Great Scythe
00989748 , Sharp Great Scythe
009897AC , Refined Great Scythe
00989810 , Simple Great Scythe
00989874 , Crystal Great Scythe
009898D8 , Fire Great Scythe
0098993C , Chaos Great Scythe
009899A0 , Lightning Great Scythe
00989A04 , Deep Great Scythe
00989A68 , Dark Great Scythe
00989ACC , Poison Great Scythe
00989B30 , Blood Great Scythe
00989B94 , Raw Great Scythe
00989BF8 , Blessed Great Scythe
00989C5C , Hollow Great Scythe
0098BD90 , Lucerne
0098BDF4 , Heavy Lucerne
0098BE58 , Sharp Lucerne
0098BEBC , Refined Lucerne
0098BF20 , Simple Lucerne
0098BF84 , Crystal Lucerne
0098BFE8 , Fire Lucerne
0098C04C , Chaos Lucerne
0098C0B0 , Lightning Lucerne
0098C114 , Deep Lucerne
0098C178 , Dark Lucerne
0098C1DC , Poison Lucerne
0098C240 , Blood Lucerne
0098C2A4 , Raw Lucerne
0098C308 , Blessed Lucerne
0098C36C , Hollow Lucerne
0098E4A0 , Glaive
0098E504 , Heavy Glaive
0098E568 , Sharp Glaive
0098E5CC , Refined Glaive
0098E630 , Simple Glaive
0098E694 , Crystal Glaive
0098E6F8 , Fire Glaive
0098E75C , Chaos Glaive
0098E7C0 , Lightning Glaive
0098E824 , Deep Glaive
0098E888 , Dark Glaive
0098E8EC , Poison Glaive
0098E950 , Blood Glaive
0098E9B4 , Raw Glaive
0098EA18 , Blessed Glaive
0098EA7C , Hollow Glaive
00990BB0 , Halberd
00990C14 , Heavy Halberd
00990C78 , Sharp Halberd
00990CDC , Refined Halberd
00990D40 , Simple Halberd
00990DA4 , Crystal Halberd
00990E08 , Fire Halberd
00990E6C , Chaos Halberd
00990ED0 , Lightning Halberd
00990F34 , Deep Halberd
00990F98 , Dark Halberd
00990FFC , Poison Halberd
00991060 , Blood Halberd
009910C4 , Raw Halberd
00991128 , Blessed Halberd
0099118C , Hollow Halberd
009959D0 , Black Knight Greataxe
0099A7F0 , Pontiff Knight Great Scythe
0099CF00 , Great Corvian Scythe
0099CF64 , Heavy Corvian Scythe
0099CFC8 , Sharp Corvian Scythe
0099D02C , Refined Corvian Scythe
0099D090 , Simple Corvian Scythe
0099D0F4 , Crystal Corvian Scythe
0099D158 , Fire Corvian Scythe
0099D1BC , Chaos Corvian Scythe
0099D220 , Lightning Corvian Scythe
0099D284 , Deep Corvian Scythe
0099D2E8 , Dark Corvian Scythe
0099D34C , Poison Corvian Scythe
0099D3B0 , Blood Corvian Scythe
0099D414 , Raw Corvian Scythe
0099D478 , Blessed Corvian Scythe
0099D4DC , Hollow Corvian Scythe
0099F610 , Winged Knight Halberd
0099F674 , Heavy Winged Knight Halberd
0099F6D8 , Sharp Winged Knight Halberd
0099F73C , Refined Winged Knight Halberd
0099F7A0 , Simple Winged Knight Halberd
0099F804 , Crystal Winged Knight Halberd
0099F868 , Fire Winged Knight Halberd
0099F8CC , Chaos Winged Knight Halberd
0099F930 , Lightning Winged Knight Halberd
0099F994 , Deep Winged Knight Halberd
0099F9F8 , Dark Winged Knight Halberd
0099FA5C , Poison Winged Knight Halberd
0099FAC0 , Blood Winged Knight Halberd
0099FB24 , Raw Winged Knight Halberd
0099FB88 , Blessed Winged Knight Halberd
0099FBEC , Hollow Winged Knight Halberd
009A1D20 , Gundyr's Halberd
009AB960 , Red Hilted Halberd
009AB9C4 , Heavy Red Halberd
009ABA28 , Sharp Red Halberd
009ABA8C , Refined Red Halberd
009ABAF0 , Simple Red Halberd
009ABB54 , Crystal Red Halberd
009ABBB8 , Fire Red Halberd
009ABC1C , Chaos Red Halberd
009ABC80 , Lightning Red Halberd
009ABCE4 , Deep Red Halberd
009ABD48 , Dark Red Halberd
009ABDAC , Poison Red Halberd
009ABE10 , Blood Red Halberd
009ABE74 , Raw Red Halberd
009ABED8 , Blessed Red Halberd
009ABF3C , Hollow Red Halberd
009AE070 , Black Knight Glaive
009B0780 , Immolation Tinder
00A7D8C0 , Claw
00A7D924 , Heavy Claw
00A7D988 , Sharp Claw
00A7D9EC , Skilled Claw
00A7DA50 , Simple Claw
00A7DAB4 , Crystal Claw
00A7DB18 , Fire Claw
00A7DB7C , Chaos Claw
00A7DBE0 , Lightning Claw
00A7DC44 , Deep Claw
00A7DCA8 , Dark Claw
00A7DD0C , Poison Claw
00A7DD70 , Blood Claw
00A7DDD4 , Raw Claw
00A7DE38 , Blessed Claw
00A7DE9C , Hollow Claw
00A7FFD0 , Caestus
00A80034 , Heavy Caestus
00A80098 , Sharp Caestus
00A800FC , Skilled Caestus
00A80160 , Simple Caestus
00A801C4 , Crystal Caestus
00A80228 , Fire Caestus
00A8028C , Chaos Caestus
00A802F0 , Lightning Caestus
00A80354 , Deep Caestus
00A803B8 , Dark Caestus
00A8041C , Poison Caestus
00A80480 , Blood Caestus
00A804E4 , Raw Caestus
00A80548 , Blessed Caestus
00A805AC , Hollow Caestus
00A826E0 , Manikin Claws
00A82744 , Heavy Manikin Claws
00A827A8 , Sharp Manikin Claws
00A8280C , Skilled Manikin Claws
00A82870 , Simple Manikin Claws
00A828D4 , Crystal Manikin Claws
00A82938 , Fire Manikin Claws
00A8299C , Chaos Manikin Claws
00A82A00 , Lightning Manikin Claws
00A82A64 , Deep Manikin Claws
00A82AC8 , Dark Manikin Claws
00A82B2C , Poison Manikin Claws
00A82B90 , Blood Manikin Claws
00A82BF4 , Raw Manikin Claws
00A82C58 , Blessed Manikin Claws
00A82CBC , Hollow Manikin Claws
00A84DF0 , Demon's Fist
00A87500 , Dark Hand
00B71B00 , Whip
00B71B64 , Heavy Whip
00B71BC8 , Sharp Whip
00B71C2C , Skilled Whip
00B71C90 , Simple Whip
00B71CF4 , Crystal Whip
00B71DBC , Chaos Whip
00B71E20 , Lightning Whip
00B71E84 , Deep Whip
00B71EE8 , Dark Whip
00B71F4C , Poison Whip
00B71FB0 , Blood Whip
00B72014 , Raw Whip
00B72078 , Blessed Whip
00B720DC , Hollow Whip
00B7B740 , Witch's Locks
00B7DE50 , Notched Whip
00B7DEB4 , Heavy Notched Whip
00B7DF18 , Sharp Notched Whip
00B7DF7C , Skilled Notched Whip
00B7DFE0 , Simple Notched Whip
00B7E044 , Crystal Notched Whip
00B7E0A8 , Fire Notched Whip
00B7E10C , Chaos Notched Whip
00B7E170 , Lightning Notched Whip
00B7E1D4 , Deep Notched Whip
00B7E238 , Dark Notched Whip
00B7E29C , Poison Notched Whip
00B7E300 , Blood Notched Whip
00B7E364 , Raw Notched Whip
00B7E3C8 , Blessed Notched Whip
00B7E42C , Hollow Notched Whip
00B80560 , Spotted Whip
00C72090 , Talisman
00C747A0 , Sorcerer's Staff
00C76EB0 , Storyteller's Staff
00C795C0 , Mendicant's Staff
00C7E3E0 , Man-grub's Staff
00C80AF0 , Archdeacon's Great Staff
00C83200 , Golden Ritual Spear
00C88020 , Yorshka's Chime
00C8CE40 , Sage's Crystal Staff
00C8F550 , Heretic's Staff
00C91C60 , Court Sorcerer's Staff
00C94370 , Witchtree Branch
00C96A80 , Izalith Staff
00C99190 , Cleric's Sacred Chime
00C9B8A0 , Priest's Chime
00C9DFB0 , Saint-tree Bellvine
00CA06C0 , Caitha's Chime
00CA2DD0 , Crystal Chime
00CA54E0 , Sunlight Talisman
00CA7BF0 , Canvas Talisman
00CAA300 , Sunless Talisman
00CACA10 , Saint's Talisman
00CAF120 , White Hair Talisman
00CC77C0 , Pyromancy Flame
00CF8500 , Dragonslayer Greatbow
00D5C690 , Short Bow
00D5EDA0 , Composite Bow
00D5F37C , Hollow Composite Bow
00D63BC0 , Light Crossbow
00D662D0 , Arbalest
00D689E0 , Longbow
00D6B0F0 , Dragonrider Bow
00D6FF10 , Avelyn
00D72620 , Knight's Crossbow
00D74D30 , Heavy Crossbow
00D79B50 , Darkmoon Longbow
00D7C260 , Onislayer Greatbow
00D7E970 , Black Bow of Pharis
00D81080 , Shield Crossbow
00D83790 , Sniper Crossbow
00F42400 , Sellsword Twinblades
00F42464 , Heavy Sellsword Twinblades
00F424C8 , Sharp Sellsword Twinblades
00F4252C , Refined Sellsword Twinblades
00F42590 , Simple Sellsword Twinblades
00F425F4 , Crystal Sellsword Twinblades
00F42658 , Fire Sellsword Twinblades
00F426BC , Chaos Sellsword Twinblades
00F42720 , Lightning Sellsword Twinblades
00F42784 , Deep Sellsword Twinblades
00F427E8 , Dark Sellsword Twinblades
00F4284C , Poison Sellsword Twinblades
00F428B0 , Blood Sellsword Twinblades
00F42914 , Raw Sellsword Twinblades
00F42978 , Blessed Sellsword Twinblades
00F429DC , Hollow Sellsword Twinblades
00F47220 , Warden Twinblades
00F47284 , Heavy Warden Twinblades
00F472E8 , Sharp Warden Twinblades
00F4734C , Refined Warden Twinblades
00F473B0 , Simple Warden Twinblades
00F47414 , Crystal Warden Twinblades
00F47478 , Fire Warden Twinblades
00F474DC , Chaos Warden Twinblades
00F47540 , Lightning Warden Twinblades
00F475A4 , Deep Warden Twinblades
00F47608 , Dark Warden Twinblades
00F4766C , Poison Warden Twinblades
00F476D0 , Blood Warden Twinblades
00F47734 , Raw Warden Twinblades
00F47798 , Blessed Warden Twinblades
00F477FC , Hollow Warden Twinblades
00F49930 , Winged Knight Twinaxes
00F49994 , Heavy Winged Knight Twinaxes
00F499F8 , Sharp Winged Knight Twinaxes
00F49A5C , Refined Winged Knight Twinaxes
00F49AC0 , Simple Winged Knight Twinaxes
00F49B24 , Crystal Winged Knight Twinaxes
00F49B88 , Fire Winged Knight Twinaxes
00F49BEC , Chaos Winged Knight Twinaxes
00F49C50 , Lightning Winged Knight Twinaxes
00F49CB4 , Deep Winged Knight Twinaxes
00F49D18 , Dark Winged Knight Twinaxes
00F49D7C , Poison Winged Knight Twinaxes
00F49DE0 , Blood Winged Knight Twinaxes
00F49E44 , Raw Winged Knight Twinaxes
00F49EA8 , Blessed Winged Knight Twinaxes
00F49F0C , Hollow Winged Knight Twinaxes
00F4C040 , Dancer's Enchanted Swords
00F4E750 , Great Machete
00F4E7B4 , Heavy Great Machete
00F4E818 , Sharp Great Machete
00F4E87C , Refined Great Machete
00F4E8E0 , Simple Great Machete
00F4E944 , Crystal Great Machete
00F4E9A8 , Fire Great Machete
00F4EA0C , Chaos Great Machete
00F4EA70 , Lightning Great Machete
00F4EAD4 , Deep Great Machete
00F4EB38 , Dark Great Machete
00F4EB9C , Poison Great Machete
00F4EC00 , Blood Great Machete
00F4EC64 , Raw Great Machete
00F4ECC8 , Blessed Great Machete
00F4ED2C , Hollow Great Machete
00F50E60 , Brigand Twindaggers
00F50EC4 , Heavy Brigand Twindaggers
00F50F28 , Sharp Brigand Twindaggers
00F50F8C , Refined Brigand Twindaggers
00F50FF0 , Simple Brigand Twindaggers
00F51054 , Crystal Brigand Twindaggers
00F510B8 , Fire Brigand Twindaggers
00F5111C , Chaos Brigand Twindaggers
00F51180 , Lightning Brigand Twindaggers
00F511E4 , Deep Brigand Twindaggers
00F51248 , Dark Brigand Twindaggers
00F512AC , Poison Brigand Twindaggers
00F51310 , Blood Brigand Twindaggers
00F51374 , Raw Brigand Twindaggers
00F513D8 , Blessed Brigand Twindaggers
00F5143C , Hollow Brigand Twindaggers
00F53570 , Gotthard Twinswords
00F535D4 , Heavy Gotthard Twinswords
00F53638 , Sharp Gotthard Twinswords
00F5369C , Refined Gotthard Twinswords
00F53700 , Simple Gotthard Twinswords
00F53764 , Crystal Gotthard Twinswords
00F537C8 , Fire Gotthard Twinswords
00F5382C , Chaos Gotthard Twinswords
00F53890 , Lightning Gotthard Twinswords
00F538F4 , Deep Gotthard Twinswords
00F53958 , Dark Gotthard Twinswords
00F539BC , Poison Gotthard Twinswords
00F53A20 , Blood Gotthard Twinswords
00F53A84 , Raw Gotthard Twinswords
00F53AE8 , Blessed Gotthard Twinswords
00F53B4C , Hollow Gotthard Twinswords
00F58390 , Onikiri and Ubadachi
00F583F4 , Heavy Onikiri and Ubadachi
00F58458 , Sharp Onikiri and Ubadachi
00F584BC , Refined Onikiri and Ubadachi
00F58520 , Simple Onikiri and Ubadachi
00F58584 , Crystal Onikiri and Ubadachi
00F585E8 , Fire Onikiri and Ubadachi
00F5864C , Chaos Onikiri and Ubadachi
00F586B0 , Lightning Onikiri and Ubadachi
00F58714 , Deep Onikiri and Ubadachi
00F58778 , Dark Onikiri and Ubadachi
00F587DC , Poison Onikiri and Ubadachi
00F58840 , Blood Onikiri and Ubadachi
00F588A4 , Raw Onikiri and Ubadachi
00F58908 , Blessed Onikiri and Ubadachi
00F5896C , Hollow Onikiri and Ubadachi
00F5AAA0 , Drang Twinspears
00F5AB04 , Heavy Drang Twinspears
00F5AB68 , Sharp Drang Twinspears
00F5ABCC , Refined Drang Twinspears
00F5AC30 , Simple Drang Twinspears
00F5AC94 , Crystal Drang Twinspears
00F5ACF8 , Fire Drang Twinspears
00F5AD5C , Chaos Drang Twinspears
00F5ADC0 , Lightning Drang Twinspears
00F5AE24 , Deep Drang Twinspears
00F5AE88 , Dark Drang Twinspears
00F5AEEC , Poison Drang Twinspears
00F5AF50 , Blood Drang Twinspears
00F5AFB4 , Raw Drang Twinspears
00F5B018 , Blessed Drang Twinspears
00F5B07C , Hollow Drang Twinspears
00F61FD0 , Drang Hammers
00F62034 , Heavy Drang Hammers
00F62098 , Sharp Drang Hammers
00F620FC , Refined Drang Hammers
00F62160 , Simple Drang Hammers
00F621C4 , Crystal Drang Hammers
00F62228 , Fire Drang Hammers
00F6228C , Chaos Drang Hammers
00F622F0 , Lightning Drang Hammers
00F62354 , Deep Drang Hammers
00F623B8 , Dark Drang Hammers
00F6241C , Poison Drang Hammers
00F62480 , Blood Drang Hammers
00F624E4 , Raw Drang Hammers
00F62548 , Blessed Drang Hammers
00F625AC , Hollow Drang Hammers
01312D00 , Buckler
01312D64 , Heavy Buckler
01312DC8 , Sharp Buckler
01312E2C , Refined Buckler
01312E90 , Simple Buckler
01312EF4 , Crystal Buckler
01312F58 , Fire Buckler
01312FBC , Chaos Buckler
01313020 , Lightning Buckler
01313084 , Deep Buckler
013130E8 , Dark Buckler
0131314C , Poison Buckler
013131B0 , Blood Buckler
01313214 , Raw Buckler
01313278 , Blessed Buckler
013132DC , Hollow Buckler
01315410 , Small Leather Shield
01315474 , Heavy Small Leather Shield
013154D8 , Sharp Small Leather Shield
0131553C , Refined Small Leather Shield
013155A0 , Simple Small Leather Shield
01315604 , Crystal Small Leather Shield
01315668 , Fire Small Leather Shield
013156CC , Chaos Small Leather Shield
01315730 , Lightning Small Leather Shield
01315794 , Deep Small Leather Shield
013157F8 , Dark Small Leather Shield
0131585C , Poison Small Leather Shield
013158C0 , Blood Small Leather Shield
01315924 , Raw Small Leather Shield
01315988 , Blessed Small Leather Shield
013159EC , Hollow Small Leather Shield
0131A230 , Round Shield
0131A294 , Heavy Round Shield
0131A2F8 , Sharp Round Shield
0131A35C , Refined Round Shield
0131A3C0 , Simple Round Shield
0131A424 , Crystal Round Shield
0131A488 , Fire Round Shield
0131A4EC , Chaos Round Shield
0131A550 , Lightning Round Shield
0131A5B4 , Deep Round Shield
0131A618 , Dark Round Shield
0131A67C , Poison Round Shield
0131A6E0 , Blood Round Shield
0131A744 , Raw Round Shield
0131A7A8 , Blessed Round Shield
0131A80C , Hollow Round Shield
0131C940 , Large Leather Shield
0131C9A4 , Heavy Large Leather Shield
0131CA08 , Sharp Large Leather Shield
0131CA6C , Refined Large Leather Shield
0131CAD0 , Simple Large Leather Shield
0131CB34 , Crystal Large Leather Shield
